<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.12	00:00:00	215.41	216.03	208.63	210.84	71531	0	0
2019.08.13	00:00:00	210.82	210.82	202.44	208.05	70640	0	0
2019.08.14	00:00:00	207.99	208.80	181.33	186.03	77470	0	0
2019.08.15	00:00:00	186.03	189.12	171.37	187.51	80066	0	0
2019.08.16	00:00:00	187.53	187.66	177.66	184.55	68521	0	0
2019.08.17	00:00:00	184.71	186.37	181.09	185.09	77490	0	0
2019.08.18	00:00:00	185.11	197.60	182.75	194.15	74253	0	0
2019.08.19	00:00:00	194.16	202.98	192.31	201.76	72994	0	0
2019.08.20	00:00:00	201.77	202.33	193.91	196.12	73733	0	0
2019.08.21	00:00:00	196.12	196.72	179.34	186.60	76066	0	0
2019.08.22	00:00:00	186.61	194.51	181.91	189.86	78624	0	0
2019.08.23	00:00:00	189.87	195.94	185.63	192.09	65802	0	0
2019.08.24	00:00:00	193.74	193.91	185.24	190.26	74373	0	0
2019.08.25	00:00:00	190.26	192.10	182.04	185.58	72999	0	0
2019.08.26	00:00:00	185.60	193.50	185.05	187.74	73240	0	0
2019.08.27	00:00:00	187.75	188.48	183.75	186.42	69884	0	0
2019.08.28	00:00:00	186.42	187.38	165.13	172.20	67743	0	0
2019.08.29	00:00:00	172.21	172.84	163.23	168.59	74601	0	0
2019.08.30	00:00:00	168.59	169.98	165.10	168.51	62466	0	0
2019.08.31	00:00:00	167.93	174.45	165.30	171.33	70817	0	0
2019.09.01	00:00:00	171.32	173.16	167.45	170.77	60815	0	0
2019.09.02	00:00:00	170.76	180.92	169.95	178.04	64925	0	0
2019.09.03	00:00:00	178.03	182.32	173.95	178.53	70979	0	0
2019.09.04	00:00:00	178.54	179.84	172.94	174.39	72971	0	0
2019.09.05	00:00:00	174.39	175.25	168.54	173.35	65713	0	0
2019.09.06	00:00:00	173.36	177.91	164.51	168.26	58549	0	0
2019.09.07	00:00:00	168.54	180.48	167.62	177.40	68750	0	0
2019.09.08	00:00:00	177.39	183.96	176.02	180.91	74862	0	0
2019.09.09	00:00:00	180.90	185.25	175.60	180.03	72962	0	0
2019.09.10	00:00:00	180.03	183.87	175.42	179.35	72330	0	0
2019.09.11	00:00:00	179.36	181.79	173.39	177.98	66142	0	0
2019.09.12	00:00:00	177.99	182.25	176.00	180.71	64478	0	0
2019.09.13	00:00:00	180.71	181.50	177.15	180.62	54085	0	0
2019.09.14	00:00:00	181.06	188.84	179.77	188.49	56771	0	0
2019.09.15	00:00:00	188.47	190.48	185.89	188.80	63753	0	0
2019.09.16	00:00:00	188.82	198.94	187.96	196.90	70624	0	0
2019.09.17	00:00:00	196.90	214.58	195.38	207.30	73690	0	0
2019.09.18	00:00:00	207.30	216.85	207.08	209.44	77434	0	0
2019.09.19	00:00:00	209.44	223.76	198.85	220.27	77592	0	0
2019.09.20	00:00:00	220.32	221.61	211.33	215.91	66447	0	0
2019.09.21	00:00:00	217.59	221.02	212.55	214.28	75006	0	0
2019.09.22	00:00:00	214.29	214.96	205.38	210.57	74946	0	0
2019.09.23	00:00:00	210.63	211.13	197.69	200.42	76221	0	0
2019.09.24	00:00:00	200.41	201.89	153.44	165.39	78509	0	0
2019.09.25	00:00:00	165.32	174.49	161.36	169.73	80468	0	0
2019.09.26	00:00:00	169.74	170.62	151.87	165.68	75824	0	0
2019.09.27	00:00:00	165.68	171.53	160.87	170.82	64164	0	0
2019.09.28	00:00:00	173.89	175.43	167.95	173.51	74382	0	0
2019.09.29	00:00:00	173.52	174.38	163.80	168.97	73445	0	0
2019.09.30	00:00:00	168.96	181.41	164.86	181.02	75509	0	0
2019.10.01	00:00:00	181.04	185.43	173.05	175.55	76682	0	0
2019.10.02	00:00:00	175.56	181.00	173.53	180.25	72545	0	0
2019.10.03	00:00:00	180.24	180.67	163.98	174.67	69776	0	0
2019.10.04	00:00:00	174.68	179.00	170.44	176.91	61968	0	0
2019.10.05	00:00:00	175.30	176.63	171.47	176.17	70373	0	0
2019.10.06	00:00:00	176.16	176.72	167.14	169.68	71341	0	0
2019.10.07	00:00:00	169.72	182.14	168.18	179.81	74280	0	0
2019.10.08	00:00:00	179.84	184.76	176.73	180.14	75659	0	0
2019.10.09	00:00:00	180.16	195.44	178.58	192.88	75970	0	0
2019.10.10	00:00:00	192.89	194.17	186.73	191.06	75597	0	0
2019.10.11	00:00:00	191.06	196.93	178.77	181.30	66226	0	0
2019.10.12	00:00:00	180.21	184.28	176.72	179.29	72386	0	0
2019.10.13	00:00:00	179.30	184.07	178.01	180.45	71686	0	0
2019.10.14	00:00:00	180.42	187.26	179.85	186.29	71388	0	0
2019.10.15	00:00:00	186.29	187.88	175.85	179.97	70657	0	0
2019.10.16	00:00:00	179.97	180.69	171.29	174.01	67570	0	0
2019.10.17	00:00:00	174.01	178.72	172.26	176.77	66326	0	0
2019.10.18	00:00:00	176.78	177.01	167.82	173.82	60972	0	0
2019.10.19	00:00:00	172.48	174.64	169.34	171.57	71619	0	0
2019.10.20	00:00:00	171.55	176.41	168.82	175.06	71699	0	0
2019.10.21	00:00:00	175.04	177.70	171.33	173.86	64514	0	0
2019.10.22	00:00:00	173.87	174.97	169.93	170.88	69784	0	0
2019.10.23	00:00:00	170.88	171.27	152.45	161.83	69511	0	0
2019.10.24	00:00:00	161.81	163.38	157.20	160.03	72194	0	0
2019.10.25	00:00:00	160.04	186.88	159.83	180.33	65201	0	0
2019.10.26	00:00:00	181.03	197.89	173.11	179.33	81306	0	0
2019.10.27	00:00:00	179.34	188.46	176.30	183.49	77823	0	0
2019.10.28	00:00:00	183.52	189.50	180.20	181.24	78951	0	0
2019.10.29	00:00:00	181.27	192.62	180.92	190.49	78052	0	0
2019.10.30	00:00:00	190.50	191.75	179.22	182.90	76807	0	0
2019.10.31	00:00:00	182.91	184.86	177.13	181.95	76561	0	0
2019.11.01	00:00:00	181.96	184.30	176.52	183.90	64695	0	0
2019.11.02	00:00:00	182.85	185.78	181.62	182.96	74740	0	0
2019.11.03	00:00:00	182.95	184.73	178.47	181.20	72605	0	0
2019.11.04	00:00:00	181.19	188.96	179.84	185.72	72002	0	0
2019.11.05	00:00:00	185.69	191.83	181.66	188.31	72330	0	0
2019.11.06	00:00:00	188.28	193.97	187.30	190.69	72429	0	0
2019.11.07	00:00:00	190.71	191.80	183.58	185.90	72069	0	0
2019.11.08	00:00:00	185.90	187.64	180.12	183.46	65929	0	0
2019.11.09	00:00:00	183.12	185.19	181.81	184.06	73147	0	0
2019.11.10	00:00:00	184.09	191.16	182.54	188.48	73748	0	0
2019.11.11	00:00:00	188.49	189.71	183.12	184.10	68966	0	0
2019.11.12	00:00:00	184.11	186.73	181.41	186.44	69331	0	0
2019.11.13	00:00:00	186.43	188.81	184.20	187.34	61603	0	0
2019.11.14	00:00:00	187.35	187.90	182.38	184.29	62252	0	0
2019.11.15	00:00:00	184.29	186.28	176.60	178.99	57566	0	0
2019.11.16	00:00:00	179.48	182.83	178.71	181.97	65832	0	0
2019.11.17	00:00:00	181.96	185.69	179.67	183.41	64387	0	0
2019.11.18	00:00:00	183.41	183.65	173.85	177.68	66637	0	0
2019.11.19	00:00:00	177.68	178.07	172.07	175.58	71901	0	0
2019.11.20	00:00:00	175.58	177.22	172.88	174.27	68269	0	0
2019.11.21	00:00:00	174.27	175.45	155.01	160.44	73313	0	0
2019.11.22	00:00:00	160.44	162.23	137.64	152.42	68637	0	0
2019.11.23	00:00:00	149.62	154.03	146.18	151.69	74883	0	0
2019.11.24	00:00:00	151.69	152.67	138.36	139.66	75231	0	0
2019.11.25	00:00:00	139.56	151.37	130.15	145.75	79522	0	0
2019.11.26	00:00:00	145.76	149.74	143.36	147.45	75225	0	0
2019.11.27	00:00:00	147.46	155.41	140.81	152.41	75469	0	0
2019.11.28	00:00:00	152.40	154.42	149.10	150.53	67999	0	0
2019.11.29	00:00:00	150.52	157.57	150.06	154.04	63908	0	0
2019.11.30	00:00:00	154.57	155.22	149.40	151.39	71840	0	0
2019.12.01	00:00:00	151.26	152.12	145.69	150.61	76164	0	0
2019.12.02	00:00:00	150.61	151.23	146.23	148.62	71552	0	0
2019.12.03	00:00:00	148.63	149.78	145.24	146.98	67784	0	0
2019.12.04	00:00:00	146.99	152.00	142.78	145.02	72452	0	0
2019.12.05	00:00:00	145.03	148.62	143.45	147.94	70669	0	0
2019.12.06	00:00:00	147.95	149.63	145.51	147.73	58333	0	0
2019.12.07	00:00:00	148.47	149.57	146.72	147.02	63339	0	0
2019.12.08	00:00:00	147.03	151.64	145.91	150.33	58898	0	0
2019.12.09	00:00:00	150.34	151.04	146.34	147.11	62108	0	0
2019.12.10	00:00:00	147.11	147.93	143.55	145.38	57604	0	0
2019.12.11	00:00:00	145.39	146.19	141.77	143.02	52876	0	0
2019.12.12	00:00:00	143.03	145.48	138.95	144.56	57443	0	0
2019.12.13	00:00:00	144.57	144.89	142.07	144.18	41768	0	0
2019.12.14	00:00:00	144.53	144.79	140.78	141.48	45503	0	0
2019.12.15	00:00:00	141.49	143.74	139.51	142.27	50515	0	0
2019.12.16	00:00:00	142.27	142.32	128.87	132.13	63287	0	0
2019.12.17	00:00:00	132.11	132.39	119.47	121.74	67142	0	0
2019.12.18	00:00:00	121.76	134.12	116.01	132.59	74866	0	0
2019.12.19	00:00:00	132.58	133.79	125.47	127.90	64850	0	0
2019.12.20	00:00:00	127.89	128.97	125.29	128.18	47859	0	0
2019.12.21	00:00:00	128.05	128.18	126.31	126.91	43071	0	0
2019.12.22	00:00:00	126.91	132.89	126.59	132.01	52453	0	0
2019.12.23	00:00:00	132.00	134.92	125.85	127.44	60073	0	0
2019.12.24	00:00:00	127.46	129.28	126.42	127.35	57107	0	0
2019.12.25	00:00:00	127.36	127.46	122.96	124.58	59777	0	0
2019.12.26	00:00:00	124.60	131.89	123.67	125.32	59580	0	0
2019.12.27	00:00:00	125.33	126.61	121.97	125.14	54526	0	0
2019.12.28	00:00:00	126.01	129.34	125.50	127.68	65262	0	0
2019.12.29	00:00:00	127.69	137.64	127.01	134.08	61274	0	0
2019.12.30	00:00:00	134.07	135.70	129.71	130.97	63870	0	0
2019.12.31	00:00:00	130.98	133.01	127.40	128.42	64283	0	0
2020.01.01	00:00:00	128.42	132.37	127.84	130.07	59559	0	0
2020.01.02	00:00:00	130.03	130.05	125.69	126.64	62041	0	0
2020.01.03	00:00:00	126.65	134.56	125.25	133.10	57907	0	0
2020.01.04	00:00:00	133.99	135.44	132.13	133.79	56883	0	0
2020.01.05	00:00:00	133.79	137.93	133.75	134.92	62456	0	0
2020.01.06	00:00:00	134.94	143.92	134.35	143.73	66903	0	0
2020.01.07	00:00:00	143.72	144.57	138.42	142.54	68723	0	0
2020.01.08	00:00:00	142.53	147.37	136.62	140.17	71092	0	0
2020.01.09	00:00:00	140.18	140.89	134.79	137.25	66376	0	0
2020.01.10	00:00:00	137.26	144.59	134.77	142.75	60024	0	0
2020.01.11	00:00:00	144.18	147.29	141.57	141.91	70278	0	0
2020.01.12	00:00:00	141.92	145.83	141.26	145.82	63968	0	0
2020.01.13	00:00:00	145.84	146.39	141.70	143.12	55661	0	0
2020.01.14	00:00:00	143.12	169.69	143.01	164.86	74593	0	0
2020.01.15	00:00:00	164.61	170.98	158.29	165.64	78895	0	0
2020.01.16	00:00:00	165.65	166.77	157.50	163.56	76528	0	0
2020.01.17	00:00:00	163.57	173.71	161.28	168.32	68250	0	0
